ein,strein,name,sub_name,city,state,ntee_code,score,id,careofname,address,zipcode,ruling_date,asset_amount,income_amount,revenue_amount,created_at,updated_at
237122785,23-7122785,BETA THETA PI FRATERNITY,BETA THETA PI FRATERNITY ,ITHACA,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
814859936,81-4859936,BETACH FOUNDATION,BETACH FOUNDATION,MONROE,NY,T22,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
137061684,13-7061684,BETH ABA TR,BETH ABA TR ,BROOKLYN,NY,T30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
131739920,13-1739920,BETH ABRAHAM SERVICES,BETH ABRAHAM SERVICES,BRONX,NY,E22,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113284763,11-3284763,BETH ABRAHAM-CNR FOUNDATION,BETH ABRAHAM-CNR FOUNDATION,BRONX,NY,T30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
461520338,46-1520338,BETH AND MICHAEL KLEIN CHARITABLE FOUNDATION,BETH AND MICHAEL KLEIN CHARITABLE FOUNDATION,NEW YORK,NY,T20,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
461269814,46-1269814,BETH DAVID & MIRIAM INC,BETH DAVID & MIRIAM INC,FOREST HILLS,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
112455275,11-2455275,BETH DAVID INC,BETH DAVID INC,NEW YORK,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
20545873,02-0545873,BETH EL CHURCH OF JESUS CHRIST INC,BETH EL CHURCH OF JESUS CHRIST INC ,JAMAICA,NY,X21,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
112261726,11-2261726,BETH EMETH HOME ATTENDANT SERVICE INC,BETH EMETH HOME ATTENDANT SERVICE INC,NEW YORK,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113111571,11-3111571,BETH FREUND,BETH FREUND,BROOKLYN,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
112778526,11-2778526,BETH HAMEDRESH RACHMAY HAUAB CORP,BETH HAMEDRESH RACHMAY HAUAB CORP,BROOKLYN,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
237207679,23-7207679,BETH HAMIDRASH HARAV MSOSNOWITZ,BETH HAMIDRASH HARAV MSOSNOWITZ,BROOKLYN,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
161742113,16-1742113,BETH HOROAH INC,BETH HOROAH INC,MONSEY,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
133416099,13-3416099,BETH ISRAEL OF MONSEY,BETH ISRAEL OF MONSEY,MONSEY,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
146017749,14-6017749,BETH ISRAEL SISTERHOOD,BETH ISRAEL SISTERHOOD,SCHENECTADY,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
112290419,11-2290419,BETH JACOB DAY CARE CENTER INC,BETH JACOB DAY CARE CENTER INC,BROOKLYN,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
136017000,13-6017000,BETH JACOB-BETH MIRIAM SCHOOL FOR GIRLS,BETH JACOB-BETH MIRIAM SCHOOL FOR GIRLS,BRONX,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
166001337,16-6001337,BETH JOSEPH CENTER,BETH JOSEPH CENTER,ROCHESTER,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
237214805,23-7214805,BETH MEDRASH EMEK HALACHA,BETH MEDRASH EMEK HALACHA,BROOKLYN,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
800508691,80-0508691,BETH MEDRASH LTORAH UTEFILAH,BETH MEDRASH LTORAH UTEFILAH ,BROOKLYN,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
112846757,11-2846757,BETH MIDRASH GOVOHA LOTRAH BNAI YESSACHAR,BETH MIDRASH GOVOHA LOTRAH BNAI YESSACHAR,BROOKLYN,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
10698011,01-0698011,BETH MIDRASH HAFATSATH TORAH,BETH MIDRASH HAFATSATH TORAH,BROOKLYN,NY,X30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
131584990,13-1584990,BETH MOSES CEMETERY CORP,BETH MOSES CEMETERY CORP,FARMINGDALE,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
237213514,23-7213514,BETH OLOTH,BETH OLOTH,MONSEY,NY,P70I,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
201674310,20-1674310,BETH SHALOM,BETH SHALOM,BROOKLYN,NY,T20,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113334780,11-3334780,BETH SHALOM SHABAZI,BETH SHALOM SHABAZI,BROOKLYN,NY,X30Z,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
510168555,51-0168555,BETH TEFILLA OF MONSEY,BETH TEFILLA OF MONSEY,MONSEY,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
237167118,23-7167118,BETH YEHUDIS,BETH YEHUDIS,BROOKLYN,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
591430781,59-1430781,BETH YESHUA INC,BETH YESHUA INC,UNIONDALE,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
132720535,13-2720535,BETHANY BAPTIST CHURCH,BETHANY BAPTIST CHURCH,NEW YORK,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
161350076,16-1350076,BETHANY CENTER BAPTIST CHURCH,BETHANY CENTER BAPTIST CHURCH ,EAST BETHANY,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
550795774,55-0795774,BETHANY CHRISTIAN CHURCH,BETHANY CHRISTIAN CHURCH,NEW HYDE PARK,NY,X21,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
161102248,16-1102248,BETHANY EVANGELICAL LUTHERAN CHURCH,BETHANY EVANGELICAL LUTHERAN CHURCH,ELMIRA,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
134166270,13-4166270,BETHANY II HOUSING DEVELOPMENT FUND CORP,BETHANY II HOUSING DEVELOPMENT FUND CORP,NEW YORK,NY,L20,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
61539611,06-1539611,BETHEL ARVERNE COMMUNITY DEVELOPMENT CORPORATION,BETHEL ARVERNE COMMUNITY DEVELOPMENT CORPORATION,ARVERNE,NY,X20,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113343889,11-3343889,BETHEL ASSEMBLY INC,BETHEL ASSEMBLY INC,FLUSHING,NY,X20Z,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113035711,11-3035711,BETHEL ASSEMBLY OF GOD,BETHEL ASSEMBLY OF GOD,S OZONE PARK,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
222375956,22-2375956,BETHEL ASSEMBLY OF GOD,BETHEL ASSEMBLY OF GOD,BATH,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
160924209,16-0924209,BETHEL BAPTIST CHURCH,BETHEL BAPTIST CHURCH,JAMESTOWN,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113155497,11-3155497,BETHEL CHRISTIAN ASSEMBLY,BETHEL CHRISTIAN ASSEMBLY,WILLISTON PK,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
743142740,74-3142740,BETHEL CHURCH OF GOD,BETHEL CHURCH OF GOD,BROOKLYN,NY,X20,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
364725063,36-4725063,BETHEL CHURCH OF GOD,BETHEL CHURCH OF GOD ,ELMHURST,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
300628628,30-0628628,BETHEL COMMUNITY CENTER INC,BETHEL COMMUNITY CENTER INC,PULASKI,NY,P20,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
134136763,13-4136763,BETHEL GOSPEL COMMUNITY DEVELOPMENT CORPORATION,BETHEL GOSPEL COMMUNITY DEVELOPMENT CORPORATION,NEW YORK,NY,S31,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
112784333,11-2784333,BETHEL HOUSE OF PRAYER INC,BETHEL HOUSE OF PRAYER INC,BROOKLYN,NY,X21,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
132724034,13-2724034,BETHEL HOUSING DEVELOPMENT FUND INC,BETHEL HOUSING DEVELOPMENT FUND INC,NEW YORK,NY,L20,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
311574265,31-1574265,BETHEL INTERNATIONAL CHURCH INC,BETHEL INTERNATIONAL CHURCH INC,ROSLYN HTS,NY,X99Z,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
813979921,81-3979921,BETHEL LIVING WATERS ASSEMBLY,BETHEL LIVING WATERS ASSEMBLY ,SOUTH OZONE PARK,NY,X20,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113336929,11-3336929,BETHEL NEW LIFE IN CHRIST MINISTRY INC,BETHEL NEW LIFE IN CHRIST MINISTRY INC,BROOKLYN,NY,X21,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
132900460,13-2900460,BETHEL UNITED METHODIST CHURCH,BETHEL UNITED METHODIST CHURCH,BRONX,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
820572276,82-0572276,BETHEL WORSHIP CENTER,BETHEL WORSHIP CENTER,BROOKLYN,NY,X21,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
112892285,11-2892285,BETHESDA HEALING CENTER,BETHESDA HEALING CENTER,BROOKLYN,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
161163426,16-1163426,BETHESDA WORLD HARVEST INTERNATIONAL CHURCH,BETHESDA WORLD HARVEST INTERNATIONAL CHURCH,BUFFALO,NY,X99Z,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
146032446,14-6032446,BETHLEHEM CENTRAL HIGH SCHOOL MENS ASSOCIATION SCHOLORSHIP FUND,BETHLEHEM CENTRAL HIGH SCHOOL MENS ASSOCIATION SCHOLORSHIP FUND,DELMAR,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
264425066,26-4425066,BETHLEHEM CENTRAL MIDDLE SCHOOL PTO,BETHLEHEM CENTRAL MIDDLE SCHOOL PTO,DELMAR,NY,B94,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
141780414,14-1780414,BETHLEHEM CHILDRENS SCHOOL,BETHLEHEM CHILDRENS SCHOOL,SLINGERLANDS,NY,B24P,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
274394848,27-4394848,BETHLEHEM CHURCH OF GOD IN CHRIST,BETHLEHEM CHURCH OF GOD IN CHRIST,ROCKAWAY BCH,NY,X21,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
141547954,14-1547954,BETHLEHEM COMMUNITY CHURCH OF DELMAR NEW YORK,BETHLEHEM COMMUNITY CHURCH OF DELMAR NEW YORK,DELMAR,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
141812445,14-1812445,BETHLEHEM FESTIVAL FUND,BETHLEHEM FESTIVAL FUND,DELMAR,NY,P20,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
141765835,14-1765835,BETHLEHEM HOCKEY BOOSTERS,BETHLEHEM HOCKEY BOOSTERS,GLENMONT,NY,N99,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
112429143,11-2429143,BETHLEHEM MISSIONARY CHURCH INC,BETHLEHEM MISSIONARY CHURCH INC,QUEENS VILLAGE,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
208042562,20-8042562,BETHLEHEM PUNJABI CHURCH,BETHLEHEM PUNJABI CHURCH,RICHMOND HILL,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
166036868,16-6036868,BETHLEHEM REVIVAL TEMPLE,BETHLEHEM REVIVAL TEMPLE,NIAGARA FALLS,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
141323182,14-1323182,BETHLEHEM RURAL CEMETERY ASSOCIATION INC,BETHLEHEM RURAL CEMETERY ASSOCIATION INC,SELKIRK,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
141608263,14-1608263,BETHLEHEM SOCCER CLUB INC,BETHLEHEM SOCCER CLUB INC,GLENMONT,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113605225,11-3605225,BETHPAGE CONGRESS OF TEACHERS BENEFIT TR PLAN FUND,BETHPAGE CONGRESS OF TEACHERS BENEFIT TR PLAN FUND ,BETHPAGE,NY,Y43,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
753003986,75-3003986,BETHPAGE FIRE DEPARTMENT,BETHPAGE FIRE DEPARTMENT,BETHPAGE,NY,M24,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
237046420,23-7046420,BETSY & ALAN COHN FOUNDATION INC,BETSY & ALAN COHN FOUNDATION INC,NEW YORK,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
132989682,13-2989682,BETSY SIEGEL LITTLE HOUSE INC,BETSY SIEGEL LITTLE HOUSE INC,SUFFERN,NY,P73Z,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
134955550,13-4955550,BETTER BUSINESS BUREAU OF METROPOLITAN NEW YORK INC,BETTER BUSINESS BUREAU OF METROPOLITAN NEW YORK INC,NEW YORK,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
900760087,90-0760087,BETTER DAYS ARE COMING DOG RESCUE INC,BETTER DAYS ARE COMING DOG RESCUE INC,BUFFALO,NY,D20,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
300507238,30-0507238,BETTER LIFE EMPOWERMENT CENTER INC,BETTER LIFE EMPOWERMENT CENTER INC,SCHENECTADY,NY,B94,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113519428,11-3519428,BETTER LIVING CHRISTIAN CENTER INC,BETTER LIVING CHRISTIAN CENTER INC,BROOKLYN,NY,X200,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
384057562,38-4057562,BETTER PEOPLE INC,BETTER PEOPLE INC ,MAMARONECK,NY,B99,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
833292802,83-3292802,BETTER WAY NEW YORK INC,BETTER WAY NEW YORK INC,MOUNT VERNON,NY,O50,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
237181528,23-7181528,BETTER WORLD FUND,BETTER WORLD FUND ,LONG IS CITY,NY,Q42,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
510177592,51-0177592,BETTER WORLD FUND,BETTER WORLD FUND ,CLINTON,NY,Q42,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
821190645,82-1190645,BETTER WORLD FUND,BETTER WORLD FUND ,POUGHKEEPSIE,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
133938484,13-3938484,BETTY RETTER FOUNDATION,BETTY RETTER FOUNDATION,NEW YORK,NY,T90,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
834428102,83-4428102,BETTY WOLD JOHNSON FOUNDATION,BETTY WOLD JOHNSON FOUNDATION,NEW YORK,NY,T20,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
814768391,81-4768391,BEULAH CHILDRENS ORGANIZATION,BEULAH CHILDRENS ORGANIZATION,BROOKLYN,NY,W99,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
510427577,51-0427577,BEULAH CHURCH OF GOD SEVENTH DAY EVANGELICAL INC,BEULAH CHURCH OF GOD SEVENTH DAY EVANGELICAL INC,BROOKLYN,NY,X21,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
133120924,13-3120924,BEULAH CHURCH OF GOD SEVENTH DAY INC,BEULAH CHURCH OF GOD SEVENTH DAY INC,BRONX,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
331077195,33-1077195,BEULAH LAND FOUNDATION,BEULAH LAND FOUNDATION,NEW YORK,NY,T20,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
812707049,81-2707049,BEVERLY L SMITH EMPOWERMENT INITIATIVE,BEVERLY L SMITH EMPOWERMENT INITIATIVE,WEEDSPORT,NY,P99,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
813561787,81-3561787,BEY FOUNDATION,BEY FOUNDATION,SYRACUSE,NY,B82,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
208760026,20-8760026,BEYOND BASKETBALL FOUNDATION INC,BEYOND BASKETBALL FOUNDATION INC,NEW YORK,NY,B90,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
814168540,81-4168540,BEYOND OUR TRAUMA FOUNDATION LIMITED,BEYOND OUR TRAUMA FOUNDATION LIMITED,NEW YORK,NY,F40,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
812481158,81-2481158,BEYOND STYLES BY MILES INC,BEYOND STYLES BY MILES INC,NEW YORK,NY,O50,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
731730037,73-1730037,BEYOND SURVIVAL HEALING INC,BEYOND SURVIVAL HEALING INC,TROY,NY,A80,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
832158521,83-2158521,BEYOND THE 4 WALLS OUTREACH PROGRAM,BEYOND THE 4 WALLS OUTREACH PROGRAM,KINGSTON,NY,P20,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
