AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,EIN: 16-0968942Nonprofit Tax Code Designation: 501(c)(5)            Defined as: Labor, agricultural and horticultural organizations that are educational or instructive, including unions, created for the purpose of improving conditions of work, and products of efficiency.          Donations to this organization are not tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,EIN: 22-2994148Nonprofit Tax Code Designation: 501(c)(5)            Defined as: Labor, agricultural and horticultural organizations that are educational or instructive, including unions, created for the purpose of improving conditions of work, and products of efficiency.          Donations to this organization are not tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,EIN: 22-2536897Nonprofit Tax Code Designation: 501(c)(5)            Defined as: Labor, agricultural and horticultural organizations that are educational or instructive, including unions, created for the purpose of improving conditions of work, and products of efficiency.          More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,EIN: 37-1569752Nonprofit Tax Code Designation: 501(c)(5)            Defined as: Labor, agricultural and horticultural organizations that are educational or instructive, including unions, created for the purpose of improving conditions of work, and products of efficiency.          Donations to this organization are not tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,EIN: 37-1663189Nonprofit Tax Code Designation: 501(c)(5)            Defined as: Labor, agricultural and horticultural organizations that are educational or instructive, including unions, created for the purpose of improving conditions of work, and products of efficiency.          Donations to this organization are not tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,EIN: 51-0674259Nonprofit Tax Code Designation: 501(c)(5)            Defined as: Labor, agricultural and horticultural organizations that are educational or instructive, including unions, created for the purpose of improving conditions of work, and products of efficiency.          More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,EIN: 52-1244517Nonprofit Tax Code Designation: 501(c)(5)            Defined as: Labor, agricultural and horticultural organizations that are educational or instructive, including unions, created for the purpose of improving conditions of work, and products of efficiency.          More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,EIN: 51-0141172Nonprofit Tax Code Designation: 501(c)(5)            Defined as: Labor, agricultural and horticultural organizations that are educational or instructive, including unions, created for the purpose of improving conditions of work, and products of efficiency.          Donations to this organization are not tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,EIN: 61-1572469Nonprofit Tax Code Designation: 501(c)(5)            Defined as: Labor, agricultural and horticultural organizations that are educational or instructive, including unions, created for the purpose of improving conditions of work, and products of efficiency.          Donations to this organization are not tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,EIN: 30-0555112Nonprofit Tax Code Designation: 501(c)(5)            Defined as: Labor, agricultural and horticultural organizations that are educational or instructive, including unions, created for the purpose of improving conditions of work, and products of efficiency.          Donations to this organization are not tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,EIN: 32-0254786Nonprofit Tax Code Designation: 501(c)(5)            Defined as: Labor, agricultural and horticultural organizations that are educational or instructive, including unions, created for the purpose of improving conditions of work, and products of efficiency.          Donations to this organization are not tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,EIN: 23-7034638Nonprofit Tax Code Designation: 501(c)(5)            Defined as: Labor, agricultural and horticultural organizations that are educational or instructive, including unions, created for the purpose of improving conditions of work, and products of efficiency.          Donations to this organization are not tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,EIN: 23-7078132Nonprofit Tax Code Designation: 501(c)(5)            Defined as: Labor, agricultural and horticultural organizations that are educational or instructive, including unions, created for the purpose of improving conditions of work, and products of efficiency.          Donations to this organization are not tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 14-6046297Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 14-6046316Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 14-6046324Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 14-6046341Classification            (NTEE)                        Military, Veterans' Organizations              (Public, Society Benefit — Multipurpose and Other)            Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 14-6046347Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 14-6046351Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 14-6046374Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 14-6046385Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 14-6046407Classification            (NTEE)                        Military, Veterans' Organizations              (Public, Society Benefit — Multipurpose and Other)            Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 14-6046443Classification            (NTEE)                        Military, Veterans' Organizations              (Public, Society Benefit — Multipurpose and Other)            Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 14-6046452Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 14-6046460Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 15-0230635Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 15-0230670Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 15-0513541Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are not tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 15-0516932Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 15-0524837Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 15-0627305Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 16-0712197Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 16-0719890Nonprofit Tax Code Designation: 501(c)(9)            Defined as: Voluntary employees beneficiary associations, which provide payment of life, sickness, accident or other benefits to members.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 16-0759279Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 16-0864999Classification            (NTEE)                        Military, Veterans' Organizations              (Public, Society Benefit — Multipurpose and Other)            Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 16-1011085Classification            (NTEE)                        Military, Veterans' Organizations              (Public, Society Benefit — Multipurpose and Other)            Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 16-1074268Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 11-6104867Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 11-6104871Classification            (NTEE)                        Military, Veterans' Organizations              (Public, Society Benefit — Multipurpose and Other)            Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 11-6104890            This organization is not listed in the IRS's most recent list of tax exempt organizations, but we have data associated with this Employer Identification Number. We have reconstructed basic information about the organization (like its name and tax code designation) from              an old list of exempt organiations.             However, this information may be out of date. It's even possible that the organization no longer has tax exempt status or no longer exists.          Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 11-6104918Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 11-6104934Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN LEGION,EIN: 11-6104941Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AMERICAN MUSEUM OF NATURAL HISTORY,EIN: 13-6162659Classification            (NTEE)                        Natural History, Natural Science Museums              (Arts, Culture and Humanities)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARAM RAHMAN CHOWDHURY MEMORIAL FOUNDATION,EIN: 11-3241316Classification            (NTEE)                        Philanthropy, Voluntarism, and Grantmaking Foundations N.E.C.Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARBENZ FOUNDATION INC,EIN: 45-3459410Classification            (NTEE)                        Public, Society Benefit - Multipurpose and Other N.E.C.Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARBITER OF CULTURAL TRADITIONS INC,EIN: 42-1538753Classification            (NTEE)                        Arts Education              (Arts, Culture and Humanities)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARC OF ONONDAGA FOUNDATION,EIN: 02-0590821Classification            (NTEE)                        Developmentally Disabled Centers, Services              (Human Services — Multipurpose and Other)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARC OF WAYNE FOUNDATION INC,EIN: 90-0943956Classification            (NTEE)                        Human Service Organizations - Multipurpose              (Human Services — Multipurpose and Other)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARCADE AREA CHAMBER OF COMMERCE INC,EIN: 16-1193221Nonprofit Tax Code Designation: 501(c)(6)            Defined as: Business leagues, chambers of commerce, real estate boards, etc, created for the improvement of business conditions.          Donations to this organization are not tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARCADE OVERSEAS VETERANS CLUB,EIN: 16-0755341            This organization is not listed in the IRS's most recent list of tax exempt organizations, but we have data associated with this Employer Identification Number. We have reconstructed basic information about the organization (like its name and tax code designation) from              archival data provided by the National Center for Charitable Statistics Data Archive. However, this information may be out of date. It's even possible that the organization no longer has tax exempt status or no longer exists.          Classification            (NTEE)                        Military, Veterans' Organizations              (Public, Society Benefit — Multipurpose and Other)            Nonprofit Tax Code Designation: 501(c)(19)            Defined as: Post or organization of past or present members of the armed forces.          More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARCH BALLET INC,EIN: 83-2034220Classification            (NTEE)                        Ballet              (Arts, Culture and Humanities)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARCHAEOLOGICAL INSTITUTE OF AMERICA WESTCHESTER SOCIETY,EIN: 13-2931563Classification            (NTEE)                        Adult, Continuing Education (B64Z)              (Educational Institutions and Related Activities)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARCHANGEL MICHAEL FOUNDATION,EIN: 95-7059949Classification            (NTEE)                        Private Grantmaking Foundations              (Philanthropy, Voluntarism and Grantmaking Foundations)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARCHBISHOP IAKOVOS LEADERSHIP 100 ENDOWMENT FUND INCORPORATED,EIN: 31-1472094Classification            (NTEE)                        Fund Raising Organizations That Cross Categories              (Philanthropy, Voluntarism and Grantmaking Foundations)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARCHBISHOP MOLLOY HIGH SCHOOL,EIN: 11-1848825Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARCHBISHOP STEPINAC HIGH SCHOOL,EIN: 27-0670780Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARCHCARE,EIN: 13-3896624Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARCHCARE COMMUNITY SERVICES INC,EIN: 81-3563801Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARCHIMEDES VILLAGE,EIN: 47-2498833Classification            (NTEE)                        Fund Raising and/or Fund Distribution              (Educational Institutions and Related Activities)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARCHITECTURAL IRON REALTY CORP,EIN: 13-4192352Classification            (NTEE)                        Real Estate Organizations              (Community Improvement, Capacity Building)            Nonprofit Tax Code Designation: 501(c)(2)            Defined as: Corporations created to hold titles for property owned by another nonprofit.          Donations to this organization are not tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARCOS ORCHESTRA LTD,EIN: 80-0141454            This organization is not listed in the IRS's most recent list of tax exempt organizations, but we have data associated with this Employer Identification Number. We have reconstructed basic information about the organization (like its name and tax code designation) from              an old list of exempt organiations.             However, this information may be out of date. It's even possible that the organization no longer has tax exempt status or no longer exists.          Classification            (NTEE)                        Music              (Arts, Culture and Humanities)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARCTIC CYCLE,EIN: 46-3408963Classification            (NTEE)                        Theater              (Arts, Culture and Humanities)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARCUS FOUNDATION,EIN: 38-3332791Classification            (NTEE)                        Scholarships, Student Financial Aid Services, Awards              (Educational Institutions and Related Activities)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARDON FOUNDATION,EIN: 83-0305899Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARDSLEY COMMUNITY NURSERY SCHOOL,EIN: 13-1781845Classification            (NTEE)                        Kindergarten, Preschool, Nursery School, Early Admissions              (Educational Institutions and Related Activities)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARDSLEY FRIENDS OF THE VISUAL ARTS CORPORATION,EIN: 81-2626921Classification            (NTEE)                        Visual Arts Organizations              (Arts, Culture and Humanities)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARDSLEY HOUSING DEVELOPMENT FUND CORPORATION,EIN: 26-0561516Classification            (NTEE)                        Housing Development, Construction, Management              (Housing, Shelter)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
AREA CHRISTIAN ACTION COUNCIL,EIN: 45-5419469Classification            (NTEE)                        Single Organization Support              (Religion-Related, Spiritual Development)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARELL FOUNDATION INCORPORATED,EIN: 13-2943420Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARGENTO NEW MUSIC PROJECT INC,EIN: 75-3102526Classification            (NTEE)                        Performing Arts Organizations              (Arts, Culture and Humanities)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARGERSINGER CHARITABLE TR,EIN: 81-6421373Classification            (NTEE)                        Private Grantmaking Foundations              (Philanthropy, Voluntarism and Grantmaking Foundations)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARI AND GILA ACKERMAN FOUNDATION,EIN: 20-7434942Classification            (NTEE)                        Private Grantmaking Foundations              (Philanthropy, Voluntarism and Grantmaking Foundations)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARIAS HAND,EIN: 47-2275396Classification            (NTEE)                        Animal Protection and Welfare              (Animal-Related)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARIE FOUNDATION,EIN: 11-3100621Classification            (NTEE)                        Public Foundations              (Philanthropy, Voluntarism and Grantmaking Foundations)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARIELLE TEPPER MADOVER FAMILY FOUNDATION INC,EIN: 65-0454051Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARMENIAN GENERAL BENEVOLENT UNION,EIN: 13-5600421Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
ARNOLD & ARLENE GOLDSTEIN FAMILY FOUNDATION,EIN: 13-7091014Classification            (NTEE)                        Community Foundations              (Philanthropy, Voluntarism and Grantmaking Foundations)            Nonprofit Tax Code Designation: 501(c)(3)            Defined as: Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety, fostering national or international amateur sports competition (as long as it doesn’t provide athletic facilities or equipment), or the prevention of cruelty to children or animals.          Donations to this organization are tax deductible.More Resources:GuideStarGet notifications: Sign up for updates about our data.
